user,text,location,date,topic
nasahqphoto,.@NASA and @ESA released the new name of @CopernicusEU #Sentinel6 to extend observations of global sea level change for the next 10 years: Sentinel-6 Michael Freilich! NASA Admin @JimBridenstine &amp; @Dr_ThomasZ were there to help make the announcement! 📷https://t.co/KdKFEi705v https://t.co/O0bhgl3QRk,"Washington, DC",2020-01-28 16:31:43,Photography
nasahqphoto,"Check out pictures from last night's performance of Gustav Holst's ""The Planets"" by @NSOtweets at @TheAnthemDC. 📷- https://t.co/JQrU7qS5DL https://t.co/XjgsJClNej","Washington, DC",2020-01-23 17:19:06,Photography
